Suburbs,Sentiment,scores,log_scores
LITTLE RIVER,"{'pos': 6, 'neg': 2}",2.3333333333333335,0.8472978603872037
HEALESVILLE,"{'neg': 1, 'pos': 11}",6.0,1.791759469228055
KINGS PARK,"{'neg': 7, 'pos': 17}",2.25,0.8109302162163288
ASPENDALE,"{'neg': 7, 'pos': 4}",0.625,-0.4700036292457356
BACCHUS MARSH,"{'pos': 6, 'neg': 2}",2.3333333333333335,0.8472978603872037
HARKNESS,"{'pos': 7, 'neg': 11}",0.6666666666666666,-0.40546510810816444
MERRIMU,"{'pos': 2, 'neg': 4}",0.6,-0.5108256237659907
YARRA GLEN,"{'pos': 13, 'neg': 5}",2.3333333333333335,0.8472978603872037
OLINDA,"{'pos': 4, 'neg': 1}",2.5,0.9162907318741551
MEADOW HEIGHTS,"{'pos': 14, 'neg': 2}",5.0,1.6094379124341003
EDEN PARK,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
MONT ALBERT,"{'pos': 5, 'neg': 1}",3.0,1.0986122886681098
CHELSEA HEIGHTS,"{'pos': 33, 'neg': 21}",1.5454545454545454,0.4353180712578455
HEATHMONT,"{'neg': 3, 'pos': 3}",1.0,0.0
DEANSIDE,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
ST HELENA,"{'pos': 2, 'neg': 0}",3.0,1.0986122886681098
KURUNJANG,"{'pos': 9, 'neg': 4}",2.0,0.6931471805599453
MORDIALLOC,"{'neg': 3, 'pos': 5}",1.5,0.4054651081081644
MONTMORENCY,"{'pos': 24, 'neg': 10}",2.272727272727273,0.8209805520698303
COOLAROO,"{'pos': 10, 'neg': 4}",2.2,0.7884573603642703
EUMEMMERRING,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
NEW GISBORNE,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
MACCLESFIELD,"{'pos': 1, 'neg': 1}",1.0,0.0
EYNESBURY,"{'pos': 3, 'neg': 2}",1.3333333333333333,0.28768207245178085
DARLEY,"{'pos': 5, 'neg': 2}",2.0,0.6931471805599453
HEIDELBERG HEIGHTS,"{'pos': 8, 'neg': 2}",3.0,1.0986122886681098
MOORABBIN AIRPORT,"{'neg': 3, 'pos': 1}",0.5,-0.6931471805599453
CLARINDA,"{'pos': 10, 'neg': 3}",2.75,1.0116009116784799
ASHBURTON,"{'pos': 7, 'neg': 7}",1.0,0.0
SEABROOK,"{'neg': 1, 'pos': 2}",1.5,0.4054651081081644
MONTROSE,"{'pos': 3, 'neg': 1}",2.0,0.6931471805599453
SOMERVILLE,"{'pos': 25, 'neg': 12}",2.0,0.6931471805599453
KOOYONG,"{'pos': 6, 'neg': 1}",3.5,1.252762968495368
TARRAWARRA,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
KINGLAKE,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
CLYDE,"{'pos': 3, 'neg': 0}",4.0,1.3862943611198906
CROYDON SOUTH,"{'neg': 2, 'pos': 1}",0.6666666666666666,-0.40546510810816444
CRANBOURNE EAST,"{'pos': 10, 'neg': 4}",2.2,0.7884573603642703
CORIO,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
WATSONIA NORTH,"{'neg': 1, 'pos': 4}",2.5,0.9162907318741551
LYNDHURST,"{'pos': 3, 'neg': 0}",4.0,1.3862943611198906
TRAVANCORE,"{'neg': 10, 'pos': 11}",1.0909090909090908,0.0870113769896297
CHADSTONE,"{'pos': 8, 'neg': 1}",4.5,1.5040773967762742
SKYE,"{'pos': 7, 'neg': 5}",1.3333333333333333,0.28768207245178085
WARRANDYTE SOUTH,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
HAMPTON EAST,"{'neg': 4, 'pos': 7}",1.6,0.47000362924573563
ESSENDON WEST,"{'neg': 2, 'pos': 2}",1.0,0.0
YALLAMBIE,"{'pos': 4, 'neg': 1}",2.5,0.9162907318741551
GISBORNE SOUTH,"{'pos': 2, 'neg': 0}",3.0,1.0986122886681098
BEVERIDGE,"{'pos': 4, 'neg': 2}",1.6666666666666667,0.5108256237659907
CAULFIELD,"{'neg': 1, 'pos': 6}",3.5,1.252762968495368
EDITHVALE,"{'pos': 10, 'neg': 2}",3.6666666666666665,1.2992829841302609
ESSENDON NORTH,"{'pos': 7, 'neg': 2}",2.6666666666666665,0.9808292530117262
DALLAS,"{'neg': 5, 'pos': 4}",0.8333333333333334,-0.1823215567939546
MONT ALBERT NORTH,"{'pos': 2, 'neg': 1}",1.5,0.4054651081081644
ROCKBANK,"{'pos': 1, 'neg': 3}",0.5,-0.6931471805599453
WANDIN EAST,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
WATERWAYS,"{'pos': 2, 'neg': 1}",1.5,0.4054651081081644
CALDER PARK,"{'pos': 3, 'neg': 0}",4.0,1.3862943611198906
WONGA PARK,"{'pos': 1, 'neg': 1}",1.0,0.0
DEEPDENE,"{'neg': 1, 'pos': 0}",0.5,-0.6931471805599453
MONBULK,"{'neg': 1, 'pos': 0}",0.5,-0.6931471805599453
GRUYERE,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
KEILOR PARK,"{'pos': 5, 'neg': 3}",1.5,0.4054651081081644
WATTLE GLEN,"{'pos': 1, 'neg': 4}",0.4,-0.916290731874155
DANDENONG SOUTH,"{'pos': 3, 'neg': 0}",4.0,1.3862943611198906
BELGRAVE HEIGHTS,"{'pos': 3, 'neg': 0}",4.0,1.3862943611198906
YELLINGBO,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
SHERBROOKE,"{'pos': 1, 'neg': 1}",1.0,0.0
DRYSDALE,"{'neg': 4, 'pos': 5}",1.2,0.1823215567939546
KILSYTH SOUTH,"{'pos': 2, 'neg': 0}",3.0,1.0986122886681098
SASSAFRAS,"{'pos': 3, 'neg': 1}",2.0,0.6931471805599453
YERING,"{'pos': 2, 'neg': 0}",3.0,1.0986122886681098
NOTTING HILL,"{'neg': 1, 'pos': 2}",1.5,0.4054651081081644
COLDSTREAM,"{'pos': 3, 'neg': 1}",2.0,0.6931471805599453
BROOKLYN,"{'pos': 2, 'neg': 0}",3.0,1.0986122886681098
LYSTERFIELD SOUTH,"{'neg': 3, 'pos': 4}",1.25,0.22314355131420976
INDENTED HEAD,"{'pos': 4, 'neg': 0}",5.0,1.6094379124341003
THE PATCH,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
DIGGERS REST,"{'neg': 2, 'pos': 7}",2.6666666666666665,0.9808292530117262
EMERALD,"{'pos': 2, 'neg': 0}",3.0,1.0986122886681098
ARDEER,"{'pos': 1, 'neg': 2}",0.6666666666666666,-0.40546510810816444
KALLISTA,"{'neg': 1, 'pos': 0}",0.5,-0.6931471805599453
UPPER PLENTY,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
PORTARLINGTON,"{'pos': 2, 'neg': 0}",3.0,1.0986122886681098
LAVERTON NORTH,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
WILDWOOD,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
JACANA,"{'neg': 1, 'pos': 0}",0.5,-0.6931471805599453
BONNIE BROOK,"{'neg': 1, 'pos': 0}",0.5,-0.6931471805599453
NAR NAR GOON NORTH,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
HODDLES CREEK,"{'pos': 1, 'neg': 1}",1.0,0.0
TOOLERN VALE,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
MICKLEHAM,"{'neg': 6, 'pos': 4}",0.7142857142857143,-0.3364722366212129
KINGLAKE WEST,"{'neg': 3, 'pos': 0}",0.25,-1.3862943611198906
ESSENDON FIELDS,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
ST LEONARDS,"{'neg': 1, 'pos': 1}",1.0,0.0
SEVILLE EAST,"{'neg': 1, 'pos': 0}",0.5,-0.6931471805599453
BEACONSFIELD UPPER,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
BRAESIDE,"{'pos': 3, 'neg': 0}",4.0,1.3862943611198906
BADGER CREEK,"{'pos': 3, 'neg': 0}",4.0,1.3862943611198906
TREMONT,"{'pos': 1, 'neg': 0}",2.0,0.6931471805599453
